respid,WEIGHT,party,age_cat,educ,urbanicity,state,solar_general,solar_local,wind_local,solar_farm_nearby,main_concern
11937,1.7542,Independent,18-29,High school or less,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,Something else
11938,1.2014,Independent,18-29,College graduate or more,Urban,Oklahoma,Somewhat favor,Strongly favor,Strongly favor,No,Worried about property values
11939,2.3245,Republican,18-29,High school or less,Rural,Texas,Strongly favor,Strongly oppose,Somewhat oppose,No,Worried about property values
11940,0.7824,Independent,18-29,College graduate or more,Suburban,Texas,Somewhat favor,Somewhat oppose,Strongly favor,No,Changes how the area looks
11941,0.8408,Democrat,50-64,High school or less,Rural,Louisiana,Strongly favor,Somewhat favor,Somewhat favor,Yes,No concerns
11942,1.1038,Independent,50-64,Some college,Suburban,Texas,Somewhat oppose,Somewhat favor,Somewhat oppose,No,No concerns
11943,0.4661,Democrat,30-49,College graduate or more,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,Worried about property values
11944,0.4396,Independent,50-64,College graduate or more,Suburban,Louisiana,Somewhat favor,Somewhat oppose,Strongly oppose,No,Doubts it is reliable
11945,1.4833,Independent,18-29,Some college,Suburban,Missouri,Somewhat favor,Strongly oppose,Somewhat favor,No,Changes how the area looks
11946,1.0482,Independent,30-49,Some college,Rural,Oklahoma,Strongly favor,Strongly oppose,Strongly oppose,No,Changes how the area looks
11947,0.6615,Independent,30-49,College graduate or more,Suburban,Arkansas,Somewhat favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
11948,1.2217,Republican,65+,High school or less,Suburban,Texas,Somewhat favor,Strongly oppose,Somewhat oppose,No,Something else
11949,0.5517,Independent,65+,College graduate or more,Urban,Texas,Somewhat favor,Somewhat oppose,Strongly favor,No,Something else
11950,0.6235,Democrat,30-49,College graduate or more,Suburban,Kansas,Strongly favor,99,Strongly favor,No,Uses too much land
11951,1.2554,Republican,30-49,Some college,Suburban,Kansas,Somewhat favor,Strongly oppose,Strongly oppose,No,Uses too much land
11952,0.5581,Independent,65+,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly favor,Yes,No concerns
11953,0.2911,Democrat,65+,College graduate or more,Suburban,Texas,Somewhat favor,Strongly favor,Strongly favor,No,Something else
11954,0.9968,Independent,50-64,High school or less,Rural,Arkansas,Somewhat favor,Somewhat favor,Strongly favor,No,No concerns
11955,0.6816,Independent,30-49,College graduate or more,Suburban,Texas,Strongly favor,Somewhat oppose,Somewhat favor,No,Worried about property values
11956,0.8006,Independent,30-49,Some college,Suburban,Kansas,Strongly favor,Strongly favor,Strongly oppose,No,No concerns
11957,0.7305,Republican,50-64,Some college,Urban,Arkansas,Somewhat favor,Somewhat favor,Strongly oppose,No,Uses too much land
11958,0.7443,Republican,50-64,High school or less,Suburban,Kansas,Strongly favor,Strongly oppose,99,Yes,Changes how the area looks
11959,1.0801,Democrat,30-49,Some college,Suburban,Kansas,Strongly favor,Strongly favor,Somewhat oppose,No,Something else
11960,1.4915,Republican,18-29,Some college,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Somewhat oppose,No,Worried about property values
11961,0.9515,Republican,30-49,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Strongly favor,No,Worried about property values
11962,0.313,Republican,65+,College graduate or more,Suburban,Arkansas,Somewhat oppose,Somewhat oppose,Somewhat favor,Yes,Changes how the area looks
11963,0.6483,Independent,65+,Some college,Suburban,Arkansas,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
11964,0.9551,Democrat,30-49,High school or less,Suburban,Louisiana,Somewhat favor,Somewhat favor,Somewhat favor,Yes,No concerns
11965,1.9096,Independent,30-49,High school or less,Rural,Louisiana,Strongly favor,Strongly favor,Somewhat favor,Yes,Changes how the area looks
11966,1.553,Independent,18-29,Some college,Urban,Texas,Strongly favor,Somewhat favor,Strongly oppose,Yes,Uses too much land
11967,1.6687,Independent,30-49,Some college,Rural,Texas,Somewhat favor,Strongly oppose,Somewhat oppose,Yes,Changes how the area looks
11968,1.9274,Democrat,18-29,High school or less,Suburban,Oklahoma,Somewhat favor,Somewhat oppose,Somewhat favor,No,Worried about property values
11969,1.8355,Republican,18-29,Some college,Rural,Texas,Strongly favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
11970,0.9264,Independent,18-29,College graduate or more,Suburban,Arkansas,Strongly favor,Somewhat favor,Somewhat oppose,No,No concerns
11971,1.079,Republican,50-64,High school or less,Suburban,Oklahoma,Somewhat oppose,Strongly oppose,Somewhat oppose,No,Worried about property values
11972,1.0781,Democrat,50-64,High school or less,Rural,Texas,Somewhat favor,Somewhat oppose,Somewhat favor,No,Worried about property values
11973,0.8273,Democrat,30-49,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly favor,Yes,Changes how the area looks
11974,0.5352,Independent,65+,Some college,Suburban,Arkansas,Somewhat favor,Strongly oppose,Strongly oppose,Yes,Changes how the area looks
11975,0.7925,Democrat,65+,High school or less,Suburban,Louisiana,Somewhat favor,Somewhat oppose,Somewhat favor,No,Changes how the area looks
11976,0.599,Independent,30-49,College graduate or more,Urban,Missouri,Strongly favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
11977,1.1715,Republican,50-64,High school or less,Urban,Texas,Somewhat favor,Somewhat oppose,Strongly oppose,No,Something else
11978,0.4137,Independent,65+,College graduate or more,Rural,Oklahoma,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
11979,1.384,Democrat,18-29,High school or less,Suburban,Louisiana,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
11980,3.6554,Republican,18-29,High school or less,Rural,Louisiana,Somewhat favor,Strongly oppose,Somewhat oppose,No,Uses too much land
11981,1.1758,Republican,30-49,Some college,Rural,Oklahoma,Strongly favor,Somewhat oppose,Somewhat oppose,No,Doubts it is reliable
11982,1.4703,Republican,30-49,High school or less,Suburban,Arkansas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
11983,0.529,Independent,50-64,College graduate or more,Rural,Oklahoma,Strongly favor,Somewhat oppose,Strongly oppose,Yes,Changes how the area looks
11984,0.4419,Republican,50-64,College graduate or more,Suburban,Kansas,Somewhat oppose,Strongly oppose,Somewhat oppose,No,Something else
11985,0.6368,Independent,30-49,College graduate or more,Suburban,Arkansas,Strongly oppose,Somewhat oppose,Strongly oppose,No,Uses too much land
11986,1.0847,Independent,30-49,Some college,Urban,Arkansas,Strongly favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
11987,0.4363,Republican,65+,College graduate or more,Suburban,Texas,Strongly favor,Strongly oppose,Strongly favor,No,Uses too much land
11988,0.9317,Democrat,30-49,Some college,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
11989,0.9881,Independent,65+,High school or less,Urban,Texas,Strongly favor,Somewhat favor,Somewhat oppose,No,No concerns
11990,0.7601,Republican,50-64,Some college,Urban,Louisiana,Strongly favor,Somewhat oppose,Somewhat favor,No,Uses too much land
11991,0.5307,Independent,30-49,College graduate or more,Suburban,Louisiana,Somewhat favor,Somewhat oppose,Strongly oppose,No,Changes how the area looks
11992,0.6022,Republican,65+,Some college,Suburban,Texas,Somewhat oppose,Strongly oppose,Strongly oppose,No,Worried about property values
11993,0.4378,Democrat,65+,Some college,Suburban,Kansas,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
11994,1.9183,Republican,30-49,High school or less,Urban,Texas,Strongly favor,Somewhat oppose,Strongly favor,No,Changes how the area looks
11995,1.0564,Republican,50-64,High school or less,Suburban,Kansas,Strongly favor,Strongly favor,Somewhat oppose,Yes,Worried about property values
11996,0.5059,Democrat,30-49,College graduate or more,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
11997,1.5006,Independent,18-29,Some college,Rural,Arkansas,Strongly oppose,Strongly oppose,Somewhat oppose,No,Uses too much land
11998,0.6128,Republican,65+,Some college,Urban,Arkansas,Strongly favor,Strongly oppose,Somewhat favor,No,Doubts it is reliable
11999,1.6143,Independent,18-29,Some college,Urban,Oklahoma,Somewhat favor,Strongly favor,Strongly favor,No,No concerns
12000,0.3973,Independent,50-64,College graduate or more,Suburban,Kansas,Strongly favor,Strongly favor,Strongly oppose,No,No concerns
12001,0.7526,Democrat,50-64,High school or less,Suburban,Texas,Strongly favor,Strongly oppose,Somewhat favor,Yes,Changes how the area looks
12002,1.2423,Independent,50-64,High school or less,Urban,Oklahoma,Strongly oppose,Somewhat favor,Strongly favor,No,No concerns
12003,1.319,Democrat,30-49,High school or less,Urban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,Changes how the area looks
12004,0.79,Independent,50-64,Some college,Suburban,Texas,Strongly favor,Strongly oppose,Somewhat oppose,No,Something else
12005,0.7493,Democrat,50-64,High school or less,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
12006,1.0458,Republican,50-64,High school or less,Suburban,Louisiana,Somewhat oppose,Somewhat oppose,Strongly favor,No,Uses too much land
12007,0.4836,Democrat,50-64,Some college,Urban,Arkansas,Strongly favor,Strongly favor,Strongly favor,Yes,No concerns
12008,1.6304,Republican,30-49,High school or less,Suburban,Oklahoma,Strongly favor,Somewhat favor,Somewhat favor,No,Worried about property values
12009,0.8703,Democrat,50-64,High school or less,Rural,Texas,Strongly favor,Strongly oppose,Somewhat oppose,No,Uses too much land
12010,0.4278,Independent,50-64,College graduate or more,Suburban,Oklahoma,Strongly oppose,Strongly favor,Strongly favor,No,No concerns
12011,0.7888,Republican,18-29,College graduate or more,Urban,Oklahoma,Somewhat favor,Somewhat favor,Strongly favor,No,Uses too much land
12012,1.401,Independent,30-49,High school or less,Suburban,Louisiana,Somewhat favor,99,Somewhat oppose,No,Changes how the area looks
12013,0.6916,Democrat,30-49,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
12014,0.6402,Democrat,65+,High school or less,Urban,Missouri,Somewhat favor,Strongly favor,Strongly favor,No,No concerns
12015,0.9149,Republican,30-49,Some college,Suburban,Texas,Somewhat oppose,Somewhat oppose,Somewhat favor,No,Uses too much land
12016,0.496,Republican,65+,College graduate or more,Rural,Texas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
12017,0.4645,Republican,50-64,College graduate or more,Suburban,Arkansas,Somewhat favor,Somewhat oppose,Strongly favor,Yes,Uses too much land
12018,2.6448,Republican,18-29,Some college,Rural,Arkansas,Somewhat favor,Somewhat oppose,Strongly oppose,No,Uses too much land
12019,0.8103,Republican,65+,High school or less,Urban,Louisiana,Strongly oppose,Strongly oppose,Somewhat oppose,No,Worried about property values
12020,0.6702,Independent,50-64,Some college,Suburban,Kansas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Changes how the area looks
12021,0.4924,Republican,50-64,College graduate or more,Rural,Texas,Strongly favor,Somewhat oppose,99,Yes,Uses too much land
12022,0.5164,Democrat,65+,Some college,Urban,Oklahoma,Strongly favor,Somewhat favor,Strongly favor,Yes,No concerns
12023,2.2082,Independent,18-29,High school or less,Rural,Texas,Strongly favor,Strongly oppose,Somewhat favor,No,Uses too much land
12024,0.793,Republican,30-49,College graduate or more,Suburban,Texas,Strongly favor,Strongly oppose,Somewhat oppose,No,Uses too much land
12025,1.3131,Republican,18-29,Some college,Suburban,Oklahoma,Somewhat oppose,Somewhat oppose,Somewhat oppose,No,Changes how the area looks
12026,0.8002,Republican,18-29,College graduate or more,Suburban,Texas,Somewhat oppose,Strongly favor,Somewhat oppose,No,No concerns
12027,1.7773,Republican,30-49,High school or less,Urban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Something else
12028,0.4204,Independent,50-64,College graduate or more,Rural,Arkansas,Strongly favor,Somewhat favor,Somewhat oppose,No,No concerns
12029,0.6859,Republican,30-49,College graduate or more,Suburban,Oklahoma,Somewhat favor,Strongly oppose,Somewhat favor,No,Changes how the area looks
12030,0.7279,Republican,65+,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
12031,0.4729,Democrat,65+,Some college,Rural,Oklahoma,Somewhat oppose,Strongly favor,Somewhat favor,No,No concerns
12032,1.2075,Independent,30-49,High school or less,Suburban,Missouri,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
12033,1.1109,Democrat,18-29,Some college,Suburban,Louisiana,Strongly favor,Strongly favor,Somewhat favor,Yes,No concerns
12034,1.0539,Independent,18-29,College graduate or more,Rural,Texas,Strongly favor,Strongly favor,Strongly favor,No,No concerns
12035,0.9288,Democrat,50-64,High school or less,Urban,Texas,Strongly favor,Somewhat favor,Strongly favor,Yes,No concerns
12036,1.7124,Independent,30-49,High school or less,Suburban,Kansas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
12037,0.4556,Independent,65+,High school or less,Suburban,Oklahoma,Strongly favor,99,Somewhat oppose,No,No concerns
12038,0.4006,Republican,50-64,College graduate or more,Suburban,Louisiana,Somewhat oppose,Somewhat oppose,Strongly oppose,Yes,Worried about property values
12039,2.3022,Democrat,18-29,High school or less,Urban,Oklahoma,Strongly favor,Somewhat favor,Strongly favor,Yes,No concerns
12040,1.4551,Republican,18-29,Some college,Urban,Texas,Strongly oppose,Somewhat oppose,Strongly favor,No,Changes how the area looks
12041,0.6996,Democrat,30-49,Some college,Urban,Arkansas,Strongly favor,Somewhat favor,Strongly favor,Yes,Changes how the area looks
12042,0.8984,Democrat,50-64,High school or less,Urban,Oklahoma,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
12043,0.983,Democrat,18-29,College graduate or more,Urban,Arkansas,Strongly favor,Strongly favor,Strongly favor,No,Worried about property values
12044,3.6181,Republican,18-29,High school or less,Rural,Missouri,Somewhat oppose,Somewhat oppose,Strongly oppose,Yes,Changes how the area looks
12045,0.8098,Democrat,65+,High school or less,Suburban,Missouri,Somewhat favor,Somewhat oppose,Strongly oppose,No,Uses too much land
12046,1.2411,Republican,30-49,High school or less,Rural,Texas,Somewhat favor,99,Strongly oppose,No,No concerns
12047,0.4611,Republican,50-64,College graduate or more,Suburban,Texas,Strongly favor,Somewhat oppose,Somewhat favor,Yes,Uses too much land
12048,1.4482,Independent,18-29,Some college,Urban,Texas,Somewhat favor,Strongly oppose,Somewhat favor,No,Doubts it is reliable
12049,1.1969,Republican,30-49,Some college,Urban,Texas,Somewhat oppose,Somewhat oppose,Somewhat oppose,No,Uses too much land
12050,0.4387,Democrat,65+,College graduate or more,Suburban,Texas,Strongly favor,Somewhat oppose,Strongly oppose,No,Changes how the area looks
12051,0.7479,Democrat,30-49,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
12052,1.4574,Democrat,18-29,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
12053,1.3147,Democrat,18-29,Some college,Rural,Arkansas,Somewhat favor,Somewhat favor,Strongly favor,No,Uses too much land
12054,0.557,Democrat,65+,Some college,Suburban,Arkansas,Strongly favor,Somewhat favor,Somewhat favor,No,Uses too much land
12055,0.9876,Independent,50-64,High school or less,Urban,Texas,Strongly favor,Somewhat oppose,Somewhat favor,No,Uses too much land
12056,0.5343,Republican,50-64,College graduate or more,Urban,Kansas,Strongly oppose,Somewhat oppose,Strongly favor,Yes,Changes how the area looks
12057,0.6772,Republican,65+,High school or less,Suburban,Missouri,Somewhat favor,Somewhat oppose,Strongly favor,No,Uses too much land
12058,0.7635,Democrat,65+,High school or less,Urban,Texas,Somewhat favor,Somewhat oppose,Strongly favor,No,Uses too much land
12059,0.782,Republican,50-64,Some college,Rural,Texas,Somewhat oppose,Strongly oppose,Strongly oppose,No,Doubts it is reliable
12060,2.5078,Republican,18-29,High school or less,Suburban,Kansas,Somewhat favor,Somewhat favor,Strongly oppose,No,No concerns
12061,0.6995,Republican,30-49,High school or less,Suburban,Texas,Strongly favor,Somewhat oppose,Somewhat oppose,Yes,Uses too much land
12062,0.5066,Independent,50-64,College graduate or more,Urban,Missouri,Strongly favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
12063,0.5625,Republican,50-64,Some college,Suburban,Arkansas,Somewhat oppose,Strongly favor,Somewhat oppose,No,Uses too much land
12064,1.6431,Democrat,18-29,Some college,Rural,Louisiana,Somewhat favor,Strongly favor,Strongly favor,No,Changes how the area looks
12065,0.7507,Democrat,18-29,College graduate or more,Urban,Texas,Strongly favor,Somewhat favor,Strongly favor,Yes,No concerns
12066,1.6758,Republican,30-49,High school or less,Urban,Arkansas,Somewhat favor,Strongly favor,Somewhat favor,No,Changes how the area looks
12067,0.3497,Democrat,50-64,College graduate or more,Rural,Texas,Somewhat favor,99,Somewhat favor,No,Changes how the area looks
12068,0.4609,Democrat,65+,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,Yes,No concerns
12069,0.3567,Democrat,65+,College graduate or more,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,Yes,Something else
12070,1.4627,Democrat,18-29,High school or less,Rural,Texas,Strongly oppose,Somewhat favor,Strongly oppose,No,No concerns
12071,0.6952,Republican,30-49,College graduate or more,Suburban,Kansas,Strongly favor,99,Strongly oppose,No,Something else
12072,2.3122,Republican,18-29,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat oppose,No,Uses too much land
12073,0.667,Republican,65+,Some college,Suburban,Missouri,Strongly favor,Somewhat oppose,Strongly favor,No,Doubts it is reliable
12074,1.2619,Independent,30-49,High school or less,Suburban,Arkansas,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
12075,2.0957,Democrat,18-29,High school or less,Suburban,Arkansas,Strongly favor,Somewhat favor,Strongly favor,No,Something else
12076,1.4604,Republican,30-49,High school or less,Suburban,Texas,Somewhat oppose,Somewhat oppose,Strongly favor,No,Something else
12077,0.6558,Democrat,30-49,Some college,Suburban,Oklahoma,Strongly favor,Somewhat favor,Strongly favor,No,Uses too much land
12078,0.7594,Republican,30-49,Some college,Suburban,Louisiana,Strongly favor,Strongly oppose,Strongly oppose,No,Uses too much land
12079,0.6043,Democrat,50-64,Some college,Suburban,Oklahoma,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
12080,0.5444,Democrat,50-64,College graduate or more,Suburban,Louisiana,Somewhat favor,Somewhat favor,Somewhat favor,Yes,Something else
12081,0.6673,Democrat,50-64,High school or less,Urban,Kansas,Somewhat favor,Somewhat favor,Strongly favor,No,Changes how the area looks
12082,3.2952,Republican,18-29,High school or less,Rural,Kansas,Somewhat favor,Strongly oppose,Somewhat oppose,No,Changes how the area looks
12083,2.2225,Independent,30-49,High school or less,Urban,Louisiana,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
12084,0.3251,Democrat,50-64,College graduate or more,Suburban,Texas,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
12085,0.7903,Democrat,65+,High school or less,Urban,Texas,Somewhat oppose,Somewhat favor,Somewhat favor,No,No concerns
12086,0.9125,Independent,65+,High school or less,Urban,Texas,Strongly favor,Strongly favor,Somewhat oppose,No,Changes how the area looks
12087,0.8863,Independent,65+,High school or less,Suburban,Kansas,Strongly favor,Somewhat favor,Strongly oppose,No,No concerns
12088,1.545,Republican,30-49,High school or less,Suburban,Texas,Somewhat oppose,Strongly favor,Somewhat oppose,No,No concerns
12089,2.2588,Democrat,18-29,High school or less,Suburban,Oklahoma,Strongly favor,Strongly favor,Strongly favor,No,Worried about property values
12090,0.4411,Republican,65+,College graduate or more,Suburban,Texas,Strongly oppose,Somewhat oppose,Strongly favor,No,Uses too much land
12091,1.028,Republican,65+,High school or less,Suburban,Oklahoma,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
12092,0.5651,Democrat,50-64,Some college,Suburban,Louisiana,Somewhat favor,Somewhat favor,Somewhat favor,No,Worried about property values
12093,0.5745,Republican,30-49,College graduate or more,Suburban,Missouri,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Doubts it is reliable
12094,0.7477,Republican,65+,Some college,Rural,Arkansas,Somewhat oppose,Strongly oppose,Strongly oppose,No,Something else
12095,0.8525,Democrat,18-29,Some college,Suburban,Oklahoma,Strongly favor,Somewhat favor,Somewhat favor,No,Something else
12096,0.4203,Democrat,50-64,College graduate or more,Urban,Texas,Somewhat favor,Somewhat favor,99,Yes,No concerns
12097,1.3599,Republican,50-64,High school or less,Rural,Texas,Somewhat oppose,Somewhat oppose,Somewhat oppose,Yes,Something else
12098,1.6325,Republican,30-49,High school or less,Suburban,Kansas,Somewhat oppose,99,Somewhat oppose,No,Uses too much land
12099,1.247,Republican,18-29,College graduate or more,Suburban,Oklahoma,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
12100,2.4116,Republican,18-29,High school or less,Urban,Texas,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
12101,1.4331,Democrat,30-49,High school or less,Urban,Louisiana,Strongly favor,Strongly favor,Strongly favor,No,No concerns
12102,1.1417,Republican,30-49,College graduate or more,Rural,Texas,Somewhat oppose,Somewhat oppose,Somewhat oppose,No,Worried about property values
12103,0.2552,Democrat,65+,College graduate or more,Urban,Texas,Somewhat favor,Strongly oppose,Somewhat favor,No,Changes how the area looks
12104,1.2471,Democrat,18-29,College graduate or more,Rural,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
12105,0.7865,Democrat,30-49,College graduate or more,Urban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Worried about property values
12106,0.7267,Democrat,50-64,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Worried about property values
12107,0.7211,Democrat,30-49,Some college,Suburban,Texas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Worried about property values
12108,1.0222,Republican,30-49,Some college,Urban,Oklahoma,Strongly favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
12109,0.7681,Republican,65+,Some college,Rural,Texas,Strongly favor,Somewhat oppose,Strongly oppose,No,Worried about property values
12110,0.9514,Republican,50-64,High school or less,Urban,Texas,Strongly oppose,Somewhat favor,Somewhat favor,No,No concerns
12111,1.289,Republican,18-29,College graduate or more,Rural,Kansas,Somewhat favor,Somewhat favor,Strongly oppose,No,No concerns
12112,1.3953,Democrat,18-29,Some college,Suburban,Arkansas,Strongly favor,Strongly favor,99,No,No concerns
12113,0.4844,Republican,50-64,College graduate or more,Suburban,Louisiana,Strongly oppose,Somewhat oppose,Somewhat oppose,No,Uses too much land
12114,0.4912,Republican,50-64,College graduate or more,Suburban,Arkansas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Doubts it is reliable
12115,1.8969,Republican,30-49,High school or less,Urban,Oklahoma,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Changes how the area looks
12116,1.4037,Republican,30-49,High school or less,Urban,Texas,Strongly oppose,Strongly oppose,Somewhat oppose,No,Changes how the area looks
12117,0.5897,Independent,30-49,College graduate or more,Suburban,Kansas,Strongly favor,Strongly favor,Somewhat favor,No,Uses too much land
12118,1.3818,Democrat,18-29,High school or less,Urban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,No concerns
12119,0.7706,Republican,50-64,Some college,Suburban,Missouri,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Something else
12120,0.9895,Republican,65+,High school or less,Urban,Texas,Strongly favor,Somewhat oppose,Strongly oppose,No,Doubts it is reliable
12121,1.2372,Republican,30-49,Some college,Suburban,Kansas,Strongly favor,Somewhat oppose,Strongly oppose,No,Changes how the area looks
12122,0.8439,Republican,65+,High school or less,Suburban,Oklahoma,Strongly favor,99,Strongly oppose,No,No concerns
12123,0.8987,Democrat,50-64,High school or less,Suburban,Kansas,Strongly favor,Strongly favor,Somewhat favor,Yes,No concerns
12124,1.1778,Independent,65+,High school or less,Rural,Missouri,Somewhat favor,Strongly oppose,Strongly oppose,Yes,Changes how the area looks
12125,0.4922,Democrat,65+,College graduate or more,Rural,Louisiana,Strongly favor,Strongly favor,Somewhat favor,No,Uses too much land
12126,0.8509,Independent,30-49,Some college,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Strongly favor,No,No concerns
12127,0.4087,Democrat,50-64,College graduate or more,Suburban,Arkansas,Somewhat favor,Strongly favor,Strongly favor,No,No concerns
12128,1.3358,Democrat,30-49,High school or less,Urban,Louisiana,Somewhat favor,Somewhat favor,Somewhat favor,No,Uses too much land
12129,2.4181,Republican,18-29,High school or less,Urban,Texas,Strongly oppose,Somewhat oppose,Somewhat oppose,No,Worried about property values
12130,0.5212,Republican,50-64,College graduate or more,Urban,Louisiana,Strongly favor,Strongly favor,Strongly oppose,No,No concerns
12131,0.6536,Democrat,18-29,College graduate or more,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,Yes,Something else
12132,0.4852,Democrat,30-49,Some college,Suburban,Arkansas,Somewhat favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
12133,0.9157,Independent,50-64,Some college,Urban,Texas,Somewhat oppose,Strongly favor,Strongly favor,Yes,Uses too much land
12134,1.7023,Republican,18-29,Some college,Urban,Kansas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
12135,1.9258,Republican,30-49,High school or less,Urban,Kansas,Somewhat favor,Somewhat oppose,Strongly oppose,No,Worried about property values
12136,2.487,Independent,18-29,High school or less,Suburban,Oklahoma,Strongly favor,Strongly favor,Somewhat favor,Yes,Uses too much land
12137,2.0231,Democrat,18-29,High school or less,Urban,Oklahoma,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
12138,0.5562,Democrat,30-49,College graduate or more,Urban,Oklahoma,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
12139,0.9509,Democrat,50-64,High school or less,Rural,Texas,Strongly favor,Somewhat favor,Strongly favor,Yes,Changes how the area looks
12140,0.7285,Republican,50-64,Some college,Suburban,Texas,Somewhat oppose,Strongly oppose,Strongly favor,No,Worried about property values
12141,0.6593,Republican,50-64,Some college,Suburban,Kansas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Doubts it is reliable
12142,0.5799,Democrat,30-49,College graduate or more,Urban,Louisiana,Strongly favor,Strongly favor,Strongly favor,No,No concerns
12143,1.6913,Independent,18-29,High school or less,Suburban,Missouri,Strongly favor,Somewhat favor,Strongly oppose,No,No concerns
12144,1.149,Independent,18-29,College graduate or more,Rural,Louisiana,Strongly favor,Somewhat oppose,Strongly favor,No,Changes how the area looks
12145,1.3275,Democrat,30-49,High school or less,Urban,Louisiana,Somewhat favor,Strongly favor,Strongly favor,No,No concerns
12146,0.6554,Independent,30-49,College graduate or more,Suburban,Louisiana,Strongly favor,Somewhat oppose,Strongly favor,No,Doubts it is reliable
12147,0.7599,Independent,30-49,College graduate or more,Rural,Texas,Somewhat favor,Strongly oppose,Somewhat oppose,No,Uses too much land
12148,1.0221,Independent,30-49,Some college,Suburban,Texas,Somewhat favor,Strongly favor,Strongly oppose,Yes,No concerns
12149,0.586,Democrat,30-49,College graduate or more,Suburban,Texas,Strongly favor,Somewhat favor,Strongly favor,No,Worried about property values
12150,0.5545,Democrat,65+,Some college,Suburban,Missouri,Strongly favor,Somewhat favor,Strongly favor,No,Something else
12151,0.5641,Republican,65+,Some college,Suburban,Arkansas,Somewhat favor,Somewhat favor,Somewhat oppose,No,Something else
12152,1.3904,Republican,30-49,Some college,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,Something else
12153,0.804,Democrat,50-64,High school or less,Urban,Texas,Strongly favor,Strongly oppose,Strongly favor,Yes,Changes how the area looks
12154,0.3011,Democrat,65+,College graduate or more,Suburban,Kansas,Strongly favor,Somewhat favor,Somewhat favor,No,Something else
12155,0.5221,Independent,50-64,Some college,Suburban,Oklahoma,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Something else
12156,2.8661,Democrat,18-29,High school or less,Rural,Texas,Strongly favor,Somewhat oppose,Strongly favor,No,Uses too much land
